"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1758494089325232199","Fri Feb 16 14:19:54 +0000 2024","12","@jarangkeluarr SEWU DINO ada di Prime Video. Kalo Netflix tau deh bakal masuk apa engga. https://t.co/VpSQpX1Jmr","1758496427997798657","https://pbs.twimg.com/media/GGdvLkfasAAufbC.jpg","jarangkeluarr","in","Indonesia","0","1","1","https://twitter.com/HabisNontonFilm/status/1758496427997798657","1083056591383875584","HabisNontonFilm"
"1776278251184500877","Fri Apr 05 15:58:31 +0000 2024","0","SEWU DINO LEBIH BAGUS DR PD KKN BUAT GUE HAHAHAHAHAH","1776278251184500877","","","in","Republic of Korea","1","1","0","https://twitter.com/trelintas/status/1776278251184500877","1511582015308853248","trelintas"
"1764815669785411747","Tue Mar 05 00:50:19 +0000 2024","0","Di thread sewu dino erna itu kan art dan yaudah gitu art aja tapi di film sewu dino. Erna ini pasangannya sabdo kuncoro yg nyamar jadi art padahal pasangannya sabdo kuncoro di novel JI kan intan kuncoro (?) Dan intannya udah mat1 jg hm bingung...","1764815669785411747","","","in","intp","0","1","0","https://twitter.com/wwiotachi/status/1764815669785411747","1585604795871600642","wwiotachi"
"1775743828215079087","Thu Apr 04 04:34:55 +0000 2024","0","lama banget wkwk kalo ga salah Sewu Dino setahunan ga pernah nntn lagi","1775743828215079087","","","in","","0","0","0","https://twitter.com/Zaydeenxx/status/1775743828215079087","1751826628857245696","Zaydeenxx"
"1739573277750927569","Tue Dec 26 09:06:03 +0000 2023","1","Udh nonton: sewu dino diambang kematian wktu maghrib susana malam jumat kliwon sijjin kisah tanah jaw panggonan wingit pamali dusun pocong khanzab sosok ketiga siksa neraka indigo Fav: sewu dino kisah tanah Jawa sijjin waktu maghrib","1739573277750927569","","","in","","0","1","0","https://twitter.com/28Annas/status/1739573277750927569","1358879924371615744","28Annas"
"1774719140286407072","Mon Apr 01 08:43:10 +0000 2024","0","Sewu Dino Sijiin Waktu Maghrib. Ga tau kenapa puasa-puasa gini pengen nonton horor terus ","1774719140286407072","","","in","6CC24A","0","1","0","https://twitter.com/cathijaumiskin/status/1774719140286407072","1427195184056467456","cathijaumiskin"
"1775862068878692412","Thu Apr 04 12:24:45 +0000 2024","1","yeayy sik sabarrr!!! sewu dino seruuuu","1775862068878692412","","","in","Kuching, Sarawak 🔥","0","0","0","https://twitter.com/NFirene/status/1775862068878692412","1487221140","NFirene"
"1765551995266691392","Thu Mar 07 01:36:12 +0000 2024","1","pernaah nonton sendirii waktu itu liat nct dream yang di bioskop itu pengabdi setan 2 sama Sewu dino sendiri AAHAHAHHA tapi yaa gitu sih gaada yang bisa diajak ngobrol agak bosen juga tapi seru nonton sendirian","1765551995266691392","","","in","~","0","0","0","https://twitter.com/arceiiya/status/1765551995266691392","1661401861767979010","arceiiya"
"1775565780492653046","Wed Apr 03 16:47:25 +0000 2024","0","sewu dino kayanya","1775565780492653046","","","in","","0","0","0","https://twitter.com/wztice/status/1775565780492653046","1603270711526948864","wztice"
"1764817967743914386","Tue Mar 05 00:59:26 +0000 2024","0","Kita usahakan namatin universe sewu dino sesuai urutan itu. Sewu dino dah janur ireng dah sekarang saatnya baca ini https://t.co/pWcoGz9v93","1764817967743914386","https://pbs.twimg.com/tweet_video_thumb/GH3klT3aIAAMgb8.jpg","","in","intp","0","0","0","https://twitter.com/wwiotachi/status/1764817967743914386","1585604795871600642","wwiotachi"
"1774319219787931855","Sun Mar 31 06:14:01 +0000 2024","0","Massively disappointed with Sewu Dino. Kirain bakal serem ternyata meh.","1774319219787931855","","","in","","0","0","0","https://twitter.com/cuddle_gurun/status/1774319219787931855","1324863655070982144","cuddle_gurun"
"1776076636418699712","Fri Apr 05 02:37:22 +0000 2024","0","Nungguin lanjutan Sewu Dino itu lebih bagus filmnya cuma gak terlalu hype. film KKN kayaknya masih membuat trauma yang nonton karena fomo dan viralnya. Tp ini kayaknya lebih niat si dr sutradara saja ngambil bang Kimo.","1776076636418699712","","","in","Kota Semarang, Jawa Tengah","0","0","0","https://twitter.com/ErwindoNessia/status/1776076636418699712","580665602","ErwindoNessia"
"1776289927829049620","Fri Apr 05 16:44:55 +0000 2024","0","Abis sewu dino nonton ini kali ya","1776289927829049620","","","in","Republic of Korea","0","1","0","https://twitter.com/trelintas/status/1776289927829049620","1511582015308853248","trelintas"
"1775470711995588701","Wed Apr 03 10:29:39 +0000 2024","0","callie takut sama sewu dino deh keknya gua pernah nonton sewu dino sama org yg dket sama gua dulu dan dia juga ketakutan . mngknya pas callie blg gtu gua lgsg mikir sewu dino karena ada adegan mandi drah nya + kepikir dia soalnya emang dia ketakutan + bioskop date sma gua","1775470711995588701","","","in","Callista Heart's","0","0","0","https://twitter.com/elLoppe_/status/1775470711995588701","1741083741928448000","elLoppe_"
"1757271788961022233","Tue Feb 13 06:06:03 +0000 2024","0","@ilhampatahudin @bicaraboxoffice berapa tuh sewu dino","1757284984522682373","","ilhampatahudin","in","She/her ☆","0","2","0","https://twitter.com/giselleaice/status/1757284984522682373","1315179921728184322","giselleaice"
"1775851642598109435","Thu Apr 04 12:28:57 +0000 2024","103","@SimpleM81378523 Padahal lebih penasaran sama lanjutan sewu dino.","1775863126380155108","","SimpleM81378523","in","jakarta Pusat","4","9","10","https://twitter.com/NurRnurhakim87/status/1775863126380155108","1579097533","NurRnurhakim87"
"1719315561686143420","Tue Oct 31 11:29:07 +0000 2023","0","Abis nonton sewu dino. Jujur kecewa gw nontonnya cerita sebagus dan seseram itu jadi jelek banget di filmnya. So jadi yang jelek bukan kkn aja sewu dino juga jelek. ","1719315561686143420","","","in","Unknown","0","0","0","https://twitter.com/DuniaDiary/status/1719315561686143420","721746753943277568","DuniaDiary"
"1775739851473826059","Thu Apr 04 04:30:33 +0000 2024","0","@tanyakanrl Sewu Dino","1775742733065560295","","tanyakanrl","in","99's, Sapphic","0","0","0","https://twitter.com/fallingf0ryouu_/status/1775742733065560295","1480716627461083136","fallingf0ryouu_"
"1753704655727849716","Sat Feb 03 13:30:30 +0000 2024","27","@boughil @sosmedkeras ini masih nyatu ga nih sama sewu dino ceritanya","1753772955597983908","","boughil","in","","0","2","0","https://twitter.com/0kesajah/status/1753772955597983908","1456649083553083394","0kesajah"
"1749297729514422465","Mon Jan 22 05:10:25 +0000 2024","18","Prime Video: Sewu Dino Waktu Maghrib Khanzab Netflix: Air Mata di Ujung Sajadah Suzzanna: Malam Jumat Kliwon Ketika Berhenti di Sini Buya Hamka Vol. 1 https://t.co/vGj1sigFBi","1749298451266121816","https://pbs.twimg.com/media/GEbBqPia0AAxfcr.jpg","HabisNontonFilm","in","Indonesia","0","0","0","https://twitter.com/HabisNontonFilm/status/1749298451266121816","1083056591383875584","HabisNontonFilm"
"1776066805179822192","Fri Apr 05 01:58:18 +0000 2024","0","Menunggu lanjutan sewu dino","1776066805179822192","","","in","-","0","0","0","https://twitter.com/dilafau_/status/1776066805179822192","1109071001457815552","dilafau_"
"1775851642598109435","Fri Apr 05 01:45:06 +0000 2024","0","@NurRnurhakim87 @SimpleM81378523 sewu dino itu yg della bukan","1776063480858366298","","NurRnurhakim87","in","Yogyakarta, Indonesia","0","1","0","https://twitter.com/kotnim_/status/1776063480858366298","1068160803885408258","kotnim_"
"1769514971338268759","Mon Mar 18 00:03:39 +0000 2024","0","Agree. Aku yg pernah rewatch merasa KKN ga sejelek itu. Kalo dibandingin sama Sewu Dino Sewu Dino masih lebih mendingan. KKN banyak minusnya tapi kalo dibilang jelek bgt juga ga segitunya sih. Soalnya masih ada film horor lain yg lebih ga jelas. Ini pendapat objektif aja.","1769514971338268759","","","in","sowoozoo","0","0","0","https://twitter.com/halcccyon/status/1769514971338268759","919555942433284096","halcccyon"
"1759124261787295764","Sun Feb 18 07:54:41 +0000 2024","0","Ini Janur Ireng yang lanjutan Sewu Dino bukan si apa beda. Soalnya belum baca tadi pas search soalnya nemu beberapa orang bilang kalau Janur Ireng lanjutan Sewu Dino adanya novel bukan thread tapi gpp akan gua baca juga ini nanti.","1759124261787295764","","","in","","0","1","0","https://twitter.com/nnoitracifer/status/1759124261787295764","1628592717700931585","nnoitracifer"
"1773847686246203688","Fri Mar 29 23:00:19 +0000 2024","0","Laskar pelangi Sewu Dino Sisanya horror tapi lupa namanya terus series yang tentang pendidikan di area kumuh lupa juga namanya","1773847686246203688","","","in","Antarctica","0","0","0","https://twitter.com/faisallearn/status/1773847686246203688","1406961946188914694","faisallearn"
"1775828323391942740","Thu Apr 04 10:10:40 +0000 2024","0","Ada yg sempat bookmark thread asli 'KKN di Desa Penari' dan 'Sewu Dino' dari @SimpleM81378523?","1775828323391942740","","","in","Yogyakarta, Indonesia","0","1","0","https://twitter.com/indasahkurnia/status/1775828323391942740","514385595","indasahkurnia"
"1775868085377089650","Thu Apr 04 12:48:40 +0000 2024","1","Gue lebih penasaran ke Sewu Dino KKN di Desa Penari tuh kyak masa nya udh lewat bagi gue","1775868085377089650","","","in","carpe diem","0","1","0","https://twitter.com/naiforger/status/1775868085377089650","3254241649","naiforger"
"1739566714894123026","Tue Dec 26 08:39:59 +0000 2023","0","1. Di Ambang Kematian 2. Petualangan Sherina 2 3. Pamali: Dusun Pocong 4. Sewu Dino Tapi saya yakin Jesedeef bakal tembus sejuta dan jadi no 1 melempar si Sewu Dino my ideal top 4 minus Andragogy","1739566714894123026","","","in","Indramayu - Malang","0","0","0","https://twitter.com/Osyad35/status/1739566714894123026","162731507","Osyad35"
"1776089318773465285","Fri Apr 05 03:27:46 +0000 2024","0","Bjir abis nonton sewu dino lah si erna ternyata nyebelin. Muka doang polos ajg bgt wkwk","1776089318773465285","","","in","Republic of Korea","0","0","0","https://twitter.com/trelintas/status/1776089318773465285","1511582015308853248","trelintas"
"1757331964900880458","Tue Feb 13 09:12:44 +0000 2024","0","gatau udah ngelewatin sewu dino atau belom yg jelas agak laen harus diatas sewu dino filem jelek","1757331964900880458","","","in","29 december 1999","0","0","0","https://twitter.com/youngyuankuaile/status/1757331964900880458","1462003388044828681","youngyuankuaile"
"1775739851473826059","Thu Apr 04 06:11:46 +0000 2024","0","@tanyakanrl sewu dino","1775768202985005078","","tanyakanrl","in","Aku siapa?","0","0","0","https://twitter.com/Brnclgurls/status/1775768202985005078","1547109717746466816","Brnclgurls"
"1724651392416313474","Wed Nov 15 04:51:49 +0000 2023","1"," aku abis nonton kkn desa penari versi extended. ternyata tambahannya itu scene film sewu dino. ga nyambung banget alias kaitannya apa dahh? untung nonton di tele wkwkwk","1724651392416313474","","","in","Indonesia","0","2","0","https://twitter.com/tanyakanrl/status/1724651392416313474","1331650559518990336","tanyakanrl"
"1770251461081141534","Wed Mar 20 12:17:06 +0000 2024","77","@WatchmenID Aku tuh nunggu banget film2 yg pure horor ga di samgkut pautin sm agama ky gini palagi pas lg sholat ada hantunya nongol ky gini ak suka film2 ky sewu dino habis maghrib urban legend jg banyak padahal ..","1770424324840907014","","WatchmenID","in","","0","2","4","https://twitter.com/Far_Rida_/status/1770424324840907014","1117948972616675328","Far_Rida_"
"1741525612605624451","Sun Dec 31 18:23:56 +0000 2023","6","Malam ni tak boleh tidur. Jadi cuba lah layan bioskop indonesia Sewu Dino . Tapi seram sangat tutup terus. Kena tengok siang2 takleh tengok malam2. https://t.co/0wbmSa94zw","1741525612605624451","https://pbs.twimg.com/media/GCskUBlbUAAhk6z.jpg","","in","Kuala Lumpur","0","1","0","https://twitter.com/inderasakti_kl/status/1741525612605624451","116007490","inderasakti_kl"
"1775543848363504126","Thu Apr 04 01:29:49 +0000 2024","0","@masdimboy Sewu Dino","1775697246266540443","","masdimboy","in","Jepang","0","0","0","https://twitter.com/Shevtian/status/1775697246266540443","32687761","Shevtian"
"1776545504350093634","Sat Apr 06 09:40:29 +0000 2024","1","sedino sewu jajan jangkep sepuluh dino sepuluh ewu jajan alhamdulilah","1776545504350093634","","","in","Madjakartans","0","0","0","https://twitter.com/roughnessboy/status/1776545504350093634","1244354053364047872","roughnessboy"
"1723701282521657472","Sun Nov 12 14:45:50 +0000 2023","5","@small_mofo_Mk2 Kecewa berat Sewu Dino g ada dinosaurus cok","1723713721305096203","","small_mofo_Mk2","in","Antarctica","0","0","0","https://twitter.com/slv_chezko/status/1723713721305096203","1602582829677694977","slv_chezko"
"1773899974683857403","Sat Mar 30 03:11:33 +0000 2024","0","@convomf Aku pernah Mana pas nonton sewu dino aku nangis ","1773910912325628196","","convomf","in","Jawa Tengah, Indonesia","0","0","0","https://twitter.com/baekbaeksayangg/status/1773910912325628196","178215999","baekbaeksayangg"
"1773944109155369134","Sat Mar 30 05:53:15 +0000 2024","0","@HabisNontonFilm Sewu dino ","1773951604292829580","","HabisNontonFilm","in","Bogotá, D.C., Colombia","0","0","0","https://twitter.com/ghostmudin/status/1773951604292829580","1607694708469563392","ghostmudin"
"1741023879420911872","Sat Dec 30 09:10:18 +0000 2023","11","Film-Film Paling Mengecewakan di Tahun 2023 Versi CinefoxxID (6/8) : - Sewu Dino - Rebel Moon Part One: A Child of Fire - Aquaman and The Lost Kingdom - The Super Mario Bros. Movie https://t.co/v3iiEKrhmV","1741023897947181109","https://pbs.twimg.com/media/GClauOdasAAff4f.jpg","Cinefoxxid","in","Indonesia","2","1","0","https://twitter.com/Cinefoxxid/status/1741023897947181109","1379058761818460161","Cinefoxxid"
"1776262719613833217","Fri Apr 05 14:56:48 +0000 2024","0","kebentuk gegara temen mau ngajak nonton sewu dino trs yang 3 lainnya juga ikutan bareng dan yes terbentuk TAPI UDH BEDA KELAS SEUDH BGT","1776262719613833217","","","in","id/eng - she/they ","0","1","0","https://twitter.com/shineforIou/status/1776262719613833217","1738486273684414464","shineforIou"
"1775914704772407427","Thu Apr 04 15:53:55 +0000 2024","0","Setahun lalu Sewu dino wkwk","1775914704772407427","","","in","","0","0","0","https://twitter.com/gtwwwwwwq/status/1775914704772407427","1373524387333218307","gtwwwwwwq"
"1773668208202985625","Fri Mar 29 11:12:14 +0000 2024","0","8. Sewu Dino (2023) Jumlah Penonton: 4.891.609 Film horor tentang Sri dan dua rekan kerjanya yang harus melaksanakan ritual pembersihan terhadap atasannya yang terkena kutukan Sewu Dino (Seribu Hari). https://t.co/NKMyBFhYWu","1773669490338734190","https://pbs.twimg.com/media/GJ1W_aEaMAAW0kD.jpg","studioantelope","in","Pangkalan Asem No. 17, Jakarta","0","1","0","https://twitter.com/studioantelope/status/1773669490338734190","1099897454978260993","studioantelope"
